ArticleID,ArticleTitle,Rec1,Rec2,Rec3,Rec4,Rec5
-4864344772765973009,Getting Ready For HTTP/2: A Guide For Web Designers And Developers - Smashing Magazine,How HTTP/2 is Changing Web Performance Best Practices,Implementing HTTP/2 in Production Environments,Building for HTTP/2,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Setting Up HTTP(S) Load Balancing
6412479507689487223,Microsoft's new online certification program kicks off with data science specialization | ZDNet,Doing Data Science Right - Your Most Common Questions Answered,Microsoft's Open Source Love Affair Reaches New Heights,Microsoft is taking its cues from Facebook as it totally shakes up Office,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,Exclusive: Why Microsoft is betting its future on AI
245828856632598563,Campaigns Are Dead. Modern Marketing Is a Data Exchange,We are on the verge of a consumer M&A avalanche,Martech and ad tech convergence: myth or reality?,Large CPGs are under attack by startups... and consumers are winning,A day in the life of... Director of the Unexpected,BIG BRAND REDEMPTION | New free Trend Briefing from TrendWatching
3799372021687456380,GIMP 2.9.4 Released,How To Avoid Equidistant HSV Colors,15 Awesome Sublime Text Plugins For Web Development,When to make a Git Commit,Java 8 Streams - A Deeper Approach About Performance Improvement,What's the Version of my Deployed Application? - DZone DevOps
2727743992157210358,The Future of Digital Banking is Now,Digital Tool as Strategic Enabler for Banking Transformation,Is FinTech Forcing Banking to a Tipping Point?,Building a digital-banking business,A digital crack in banking's business model,Banks Need To Collaborate With Bitcoin and Fintech Developers
6858632230975272305,"Zendesk's ""Automatic Answers"" taps machine learning, AI to generate bot-style email responses",Segment helps businesses integrate third-party sources into their data pipelines,Linking the customer experience to value,"Bots, Messenger and the future of customer service",Facebook Messenger bots are here and they want to kill apps,Using behavioral data to improve customer satisfaction
5658615529969625284,NES Classic Edition Coming This November,Nintendo to Release Mini NES with 30 Pre-Loaded Games in November!,Nintendo has doubled in value since Pokémon Go's release,NES classic 'Punch-Out' has an Easter egg that went undiscovered for 29 years,Machine Learning is Fun! Part 2,The brilliant mechanics of Pokémon Go
667643281369196267,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Building organizational capabilities: McKinsey Global Survey results,Java 8 Streams - A Deeper Approach About Performance Improvement,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,What's the Best Programming Language to Learn in 2017?
-5009578843275173733,This $2.8 billion startup gets all of its daily meetings done in 10 minutes,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",How to Create a Unified Culture in a Company With Multiple Offices,Chromebase for meetings makes video-conferencing personal and simple,12 Agile principles,Live asynchronously.
3881851296308711302,Developing Android unit and instrumentation tests - Tutorial,Firebase Test Lab for Android,Top 5 Android Testing Frameworks with Examples,Cookbook,Microservices testing,Android Studio 2.2
1768976290984301641,Top 5 Android Testing Frameworks with Examples,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Why porting an iOS design to Android will not work,Android Studio 2.2,Novidades do Android Studio 2.2,Android Studio 2.0 | Android Developers Blog
2362495898257544462,How Do Top Android Developers QA Test Their Apps?,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Top 5 Android Testing Frameworks with Examples,What the Google I/O schedule tells us about the future of Android,How Android gets to 100% market share,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC
-5078536505040226358,Nintendo to Release Mini NES with 30 Pre-Loaded Games in November!,NES Classic Edition Coming This November,Machine Learning is Fun! Part 2,Nintendo has doubled in value since Pokémon Go's release,NES classic 'Punch-Out' has an Easter egg that went undiscovered for 29 years,Telegram Bolsters Bot API with New Gaming Functionality
607684800821303652,How This Former Google Engineer Is Bringing Blockchain to Banks,Blockchain Will Be Used By 15% of Big Banks By 2017,Banks find blockchain hard to put into practice - FT.com,Blockchain won't kill banks: Bitcoin pioneer,4 Blockchain Macro Trends: Where to Place Your Bets,VISA to Test Blockchain Payments among Banks; a SWIFT Rival?
3799414975499163376,"Dropbox open-sources Lepton, a compression algorithm that cuts JPEG file size by 22%",Better together: New Microsoft integrations for easier collaboration,It's Official: 68 Million Dropbox Account Details Leaked Online,Microsoft wants to connect all your favorite apps with Flow,"Open Source Won. So, Now What?",5 open-source alternatives to Slack
-9045753673721269477,BIG BRAND REDEMPTION | New free Trend Briefing from TrendWatching,We are on the verge of a consumer M&A avalanche,Campaigns Are Dead. Modern Marketing Is a Data Exchange,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,Large CPGs are under attack by startups... and consumers are winning,LATIN INNOVATION BONANZA | New South & Central America Trend Briefing from TrendWatching
-7570652411388243006,The compelling case to replace a 40-year old core system - Chris Skinner's blog,Self-Driving Cars and Insurance,Why Uber Is Killing the Bank (And What That Means for Everything Else),#FinTech is all about human-centred design - Chris Skinner's blog,"Millennials Don't Care About Owning Cars, And Car Makers Can't Figure Out Why","The new, scary face of auto insurance"
2736373711035411385,What exactly is a design culture? ,Time to Re-Think Design Thinking,The Future of Business is Design,Three Lessons for Design-Driven Success,What do Design Thinking and Marketing have in common?,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera
2551517430254715046,What Business Leaders Should Know About Swift,Apple Releases First Preview of Swift 3.0 for Developers,Google may be considering Swift for use on Android,Swift Top 10 Articles For The Past Year (v.2017),C# vs. Swift - Iron Man vs. Captain America,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots"
4597139024287190193,"Ava wants to molecularly replicate high-end wines, no grapes necessary",Planned Death,So long MVP. Hello Minimum Loveable Product.,Ask a Female Engineer: Joining a Startup,State of the Digital Nation 2016,From fine wine to lotteries: Blockchain tech takes off - BBC News
-1734960446580993454,A tougher Turing Test shows that computers still have virtually no common sense,Why Deep Learning Is Suddenly Changing Your Life,Clarifying the uses of artificial intelligence in the enterprise,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Google Is About to Supercharge Its TensorFlow Open Source AI
5350829677696205474,2016 will be the year of conversational commerce - Chris Messina,Why 2016 is shaping up to be the Year of the Bot,To bot or not to bot,The Conversational Economy Part 1: What's Causing the Bot Craze?,Bots won't replace apps. Better apps will replace apps.,Conversational Banking; from branches to bots. - Chatbots Magazine
2608740049979127115,Pokémon Go to go global 'soon' as hit game launches in three more countries,The brilliant mechanics of Pokémon Go,Bringing Pokémon GO to life on Google Cloud,Nintendo has doubled in value since Pokémon Go's release,"How I built an app with 500,000 users in 5 days on a $100 server",Blog | Niantic
-548976469460064550,Using Honcho to Create a Multi-Process Docker Container,Automate Docker with the Remote API and Ruby,Containers - Clean up your House,"Use Docker to build, test and push your Artifacts",Why You Should Stop Installing Your WebDev Environment Locally - Smashing Magazine,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack
-1596335233529956315,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,How Kubernetes takes container workload portability to the next level,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,Scalable Microservices with Kubernetes | Udacity,From Google to the world: the Kubernetes origin story,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!"
5533752987392101383,7 Questions to Ask Before Your Next Digital Transformation,Five things to include in your digital transformation playbook,Where is the bank's digital vision? - Chris Skinner's blog,Making digital strategy a reality in insurance,The surprising truth about which countries lead in digital,Organizing for digital acceleration: Making a two-speed IT operating model work
-1564468014116140117,Automate Docker with the Remote API and Ruby,Containers - Clean up your House,"Use Docker to build, test and push your Artifacts",A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,Why You Should Stop Installing Your WebDev Environment Locally - Smashing Magazine,Your Docker Agenda for April
4106497696154898573,Learn Swift Programming Syntax | Udacity,Apple Releases First Preview of Swift 3.0 for Developers,Google may be considering Swift for use on Android,Real World Swift Performance,C# vs. Swift - Iron Man vs. Captain America,Swift Top 10 Articles For The Past Year (v.2017)
8297658253225035519,Final Developer Preview before Android 7.0 Nougat begins rolling out | Android Developers Blog,"Android N Developer Preview 2, out today! | Android Developers Blog","Android N Developer Preview 2, out today! | Android Developers Blog","What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,"Google I/O 2016: Develop, Grow & Earn"
-4718837078135183000,Strictly Enforced Verified Boot with Error Correction | Android Developers Blog,Monitor your application errors with Stackdriver Error Reporting,"Understanding IP Addresses, Subnets, and CIDR Notation for Networking",Debugging WordPress: 11 Powerful Tips and Techniques,Leveling Up Your JavaScript -,Effective learning through code workshops | Box Blog
-4770861947600256785,Unilever Buys Dollar Shave Club for $1 Billion,Unilever: The biggest digital start-up in the world?,Large CPGs are under attack by startups... and consumers are winning,Digital transformation in the Premier League: Southampton FC's fan-first strategy,NOW NEW NEXT: How growth champions create new value,Slack raises $200m at $3.8b valuation for business messaging
4303142677581479651,Do Crows Hold Funerals for Their Dead?,Google may be considering Swift for use on Android,Apple Releases First Preview of Swift 3.0 for Developers,Swift Top 10 Articles For The Past Year (v.2017),Machine Learning is Fun! Part 3: Deep Learning and Convolutional Neural Networks,Half Your Brain Stands Guard When Sleeping In A New Place
-8369610219380465981,Nintendo has doubled in value since Pokémon Go's release,The brilliant mechanics of Pokémon Go,Pokémon Go to go global 'soon' as hit game launches in three more countries,NES Classic Edition Coming This November,Bringing Pokémon GO to life on Google Cloud,Nintendo to Release Mini NES with 30 Pre-Loaded Games in November!
-6076367233589223323,Android Developers Summer Reading List,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Android Studio 2.2,Novidades do Android Studio 2.2,Why porting an iOS design to Android will not work,Support Ended for Eclipse Android Developer Tools
2480569770059008227,Git for Windows accidentally creates NTFS alternate data streams,19 Tips For Everyday Git Use,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,"Remote code execution, git, and OS X",Introducing Google Cloud Shell's new code editor,Command-line utilities
-5491334714953807444,20+ Docs and Guides for Front-end Developers (No. 9),30 Learning Resources For Mastering Angular 2,A Baseline for Hybrid Mobile Developers,Angular 2 versus React: There Will Be Blood - Free Code Camp,Why Learning Angular 2 Was Excruciating,Leveling Up Your JavaScript -
6304895356046683527,"Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion","Google Cloud Machine Learning family grows with new API, editions and pricing",Google Cloud Platform: The smart person's guide - TechRepublic,Google Cloud Platform sets a course for new horizons,"Google Cloud Platform adds two new regions, 10 more to come","Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic"
4259370161044254504,"How I built an app with 500,000 users in 5 days on a $100 server",What 2 Years of Android Development Have Taught Me the Hard Way - Thought's by Aritra Roy,The brilliant mechanics of Pokémon Go,Advancing enterprise database workloads on Google Cloud Platform,20 Awesome PHP Libraries For Summer 2016,Pokémon Go to go global 'soon' as hit game launches in three more countries
-1006791494035379303,"Google unleashes DeepMind on energy-hungry datacenter, cutting cooling bill by 40 percent",What DeepMind brings to Alphabet,Google's new NHS deal is start of machine learning marketplace,Google shares data center security and design best practices,Google DeepMind Is Now Analysing Magic And Hearthstone Cards,DeepMind moves to TensorFlow
2122245305662000853,Today in Apple history: iBook ushers in a Wi-Fi revolution,Today in Apple history: iMac G3 arrives to save Apple,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots",An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel,How Apple Keyboards Lost a Logo and Windows PCs Gained One
-2306981937763401455,[Dica] Passport Map Shows You All the Countries You Can Visit With or Without a Visa,Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games,VISA to Test Blockchain Payments among Banks; a SWIFT Rival?,What Software Engineers Earn Compared to the General Population,"Which countries study which languages, and what can we learn from it? | Making Duolingo Blog",Pokémon Go to go global 'soon' as hit game launches in three more countries
-2059465483219605309,"[Free Online Course] Sit Less, Get Active - The University of Edinburgh | Coursera",Getting Started with Activity & Fragment Transitions (part 1),The Physical Web,Design Kit: Prototyping,YouTube's New Messenger Means You'll Never Have to Leave YouTube,10 Things I Gained When I Gave Up All My Stuff
8494390949377713372,What's next for China's booming fintech sector?,Is FinTech Forcing Banking to a Tipping Point?,Building a digital-banking business,Capturing China's $5 trillion productivity opportunity,A digital crack in banking's business model,The Future of Digital Banking is Now
-4291244850221551577,"Google Sprints Ahead in AI Building Blocks, Leaving Rivals Wary",​Google's AI software is moving into your iPhone,Celebrating TensorFlow's First Year,Google launches distributed version of its TensorFlow machine learning system,Google Is About to Supercharge Its TensorFlow Open Source AI,TensorFlow v0.9 now available with improved mobile support
-8257579276626076787,Setting and Calculating a Web Performance Budget,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Performance Testing in a Nutshell,The web is Doom - mobiForge,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Ahead of the curve: The future of performance management
-2929967869758467182,Farmers Demand Right to Fix Their Own Dang Tractors - Modern Farmer,Feeding 10 Billion People - Land O'Lakes & CTP,Self-Driving Cars and Insurance,Google's fair use victory is good for open source,"Feeding 10 billion people with cloud computing: Land O'Lakes, Inc. moves to Google Cloud Platform",The future of agriculture - Jim Womack visits a lean farm
4831903061865014867,The Hardest Part About Microservices: Your Data,Microservices: Real Architectural Patterns,Building Event-driven Microservices Using CQRS and Serverless,Taking Microservices Home - NGINX,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent"
-1868592694876567759,"Meet SwagBot, the Robot Cowboy that Can Herd and Monitor Cattle on Its Own - Modern Farmer",Feeding 10 Billion People - Land O'Lakes & CTP,77 Startups Powering The Future Of Farming And Agribusiness,The future of agriculture - Jim Womack visits a lean farm,"Feeding 10 billion people with cloud computing: Land O'Lakes, Inc. moves to Google Cloud Platform",How Robots Can Acquire New Skills from Their Shared Experience
-823697973575832204,Google now uses machine learning to make reading comics on phones easier,Google Play Books Now Analyzes Your Reading Habits and Recommends New Books,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,Google's Cloud Machine Learning service is now in public beta,"Google I/O 2016 Preview: Machine Learning, Virtual Reality And Android N - ARC","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
6237714845306489877,How CEOs Can Keep Their Analytics Programs from Being a Waste of Time,How Companies Are Using Machine Learning to Get Faster and More Efficient,How Leaders Can Let Go Without Losing Control,The Secret History of Agile Innovation,The Great Library,Swift Top 10 Articles For The Past Year (v.2017)
7467940062038388159,4 lessons we can learn from Denmark about happiness at work,"[1701.02952] Unhappy Developers: Bad for Themselves, Bad for Process, and Bad for Software Product",How to Create a Unified Culture in a Company With Multiple Offices,Ahead of the curve: The future of performance management,7 Tips to Create a Company Learning Culture like Google - Without Resources,5 reasons your employees aren't sharing their knowledge
-3700095596785790870,How to Design a Walkthrough That Users Will Read,Perfect Menu for Mobile Apps - UX Planet,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,Why 5 is the magic number for UX usability testing,98 personal data points that Facebook uses to target ads to you,Why porting an iOS design to Android will not work
8381798621267347902,Approaching (Almost) Any Machine Learning Problem,Approaching (Almost) Any Machine Learning Problem | Abhishek Thakur,How to choose algorithms for Microsoft Azure Machine Learning,5 Skills You Need to Become a Machine Learning Engineer | Udacity,Machine Learning for Designers,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow"
9208127165664287660,Approaching (Almost) Any Machine Learning Problem | Abhishek Thakur,Approaching (Almost) Any Machine Learning Problem,5 Skills You Need to Become a Machine Learning Engineer | Udacity,How to choose algorithms for Microsoft Azure Machine Learning,Machine Learning for Designers,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...
8378863480597222815,A Beginner's Guide To Understanding Convolutional Neural Networks,rasbt/python-machine-learning-book,Deep Learning Demystified,Machine Learning is Fun! Part 3: Deep Learning and Convolutional Neural Networks,Number plate recognition with Tensorflow,Optimizing Elasticsearch Searches
5870088709232734362,How A.I. and chatbots can help retailers create unique in-store experiences,The future of traditional retail is digital,Six iconic retailers and their digital transformation journeys,"Samsung, SapientRazorfish Show IoT Retail Approach At NRF",The omnichannel customer experience is poised to take off in regulated industries,Using analytics to turbocharge China's e-commerce performance
-5086435085468197402,From Google to the world: the Kubernetes origin story,How Kubernetes takes container workload portability to the next level,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,Kubernetes 1.3 on tap for Google Container Engine,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,Scalable Microservices with Kubernetes | Udacity
8974280745225397183,Prisma for Android is now live for all in the Google Play Store,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,What 2 Years of Android Development Have Taught Me the Hard Way - Thought's by Aritra Roy,Why porting an iOS design to Android will not work,What the Google I/O schedule tells us about the future of Android,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog"
3582716808949240433,Can virtual reality revolutionise education?,VR possibilities at Google I/O 2016: Four things I'm hoping to see,4 Strategies for Mastering UX in Virtual Reality Games,Still a virtual reality skeptic? Here's why you shouldn't be,"Rumor: ""Android VR"" Will Launch At I/O With Standalone Headset, Reference Appears In Unreal Engine",Google may unveil Android VR headset at I/O conference
8089766674179723607,Adobe Solution Partner Program News,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,My experience with Google's Associate Android Developer Certification,Accenture and Adboe team on customer enegagement,Dries Buytaert
7609069906483592026,Face centering Android library build on top of Google Vision API - Free Code Camp,Vision API - Image Content Analysis,"Machine Learning Can Identify Pixelated Faces, Researchers Show",Android Mobile Vision restores operation and adds Text API | Android Developers Blog,Introducing Style Detection for Google Cloud Vision API,Why image recognition is about to transform business
-3095494965842381869,"Fintechs can help incumbents, not just disrupt them",A digital crack in banking's business model,The Future of Digital Banking is Now,Is FinTech Forcing Banking to a Tipping Point?,Digital Tool as Strategic Enabler for Banking Transformation,Banks Need To Collaborate With Bitcoin and Fintech Developers
-145625979744144572,Omnitone: Spatial audio on the web,VR possibilities at Google I/O 2016: Four things I'm hoping to see,Still a virtual reality skeptic? Here's why you shouldn't be,"Rumor: ""Android VR"" Will Launch At I/O With Standalone Headset, Reference Appears In Unreal Engine",4 Strategies for Mastering UX in Virtual Reality Games,Can virtual reality revolutionise education?
623421554979899217,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,19 Tips For Everyday Git Use,"Remote code execution, git, and OS X",Introducing Google Cloud Shell's new code editor,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,Git for Windows accidentally creates NTFS alternate data streams
7616472242818646827,Docker Swarm,Docker 1.12: Now with Built-in Orchestration!,Your Docker Agenda for April,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,Docker Engine 1.11 with runC: Announcing the general availability of the industry's first OCI-compliant runtime,Containers - Clean up your House
5162508842577612756,Japanese for dummies,How to Improve 8 Major Problem Areas for Japanese Learners of All Levels,Learn Japanese Online | Japanese Podcast| JapaneseLingQ.com,"As Microsoft US's AI chatbot turns racist troll, Japan's won't shut up about anime and hay fever","Three cultures, three continents and three lessons on leadership",Foxconn finalises Sharp takeover - BBC News
-5618100784509704440,WebAIM: WebAIM's WCAG 2.0 Checklist - for HTML documents,My Approach to Mobile Accessibility Testing - Ministry of Testing,Addressing Accessibility for the Web,A Baseline for Hybrid Mobile Developers,Creating Your Code Review Checklist - DaedTech,Spotify UI built with HTML / CSS - Freebiesbug
-5848514031542611523,Promoting gender equality through emoji �� ��,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files","Little girls doubt that women can be brilliant, study shows",Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,Introducing Ask a Female Engineer,"In war for talent, 'brogrammers' will be losers"
5589042240234624581,Separating Concerns through Service Worker Helpers - Ben and Dion,Progressive Web App - first introduced on Google I/O | airberlin,Infrequently Noted,Improvements coming to the Google Analytics desktop UI,"Choose the Google Docs, Sheets, and Slides files you want to access offline",29 Common Google Analytics Data Errors And How To Fix Them
-2423593292146522678,Services | RaRe Technologies,Doing Data Science Right - Your Most Common Questions Answered,Pinterest Reinvents Itself to Prove It's Really Worth Billions,"Bitcoin Mining, Ethereum Mining, Cloud Mining: 2016 Overview","The ""Joel Test"" for Data Science",The Skills You'll Need and the Salary You Can Expect as a Data Scientist
-6518848947517153700,Apple &amp; others may soon be barred from using SMS for two-factor authentication,An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel,Apple's Machine Learning Has Cut Siri's Error Rate by a Factor of Two,Cookies vs Tokens: The Definitive Guide,What to Expect at WWDC 2016,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots"
4706890430832287959,Banks' Privacy Concerns Shaping Blockchain Vendors' Strategies,9 Big Takeaways from R3's New Distributed Ledger Debut - CoinDesk,Banks find blockchain hard to put into practice - FT.com,Intel Reveals Its Plan For Blockchain Technology With 'Sawtooth Lake' Distributed Ledger,The Blockchain is the new Google,Blockchain startup R3 cuts fund-raising target to $150 million: source
-4550355627706401135,Bixpy Jet is your personal water propulsion system,Why Walmart wants to buy Jet.com and what you need to know about the potential deal,Confirmed: Walmart buys Jet.com for $3B in cash,"Digital manufacturing could eliminate warehouses, create on-demand production",Apple Unveils iPhone 7 Alongside 7 Plus With Dual-Lens Camera,Get your apps and games ready for space with Google Play | Android Developers Blog
5314107418764884230,Deep learning software knows that a rose is a rose is a rosa rubiginosa,Why Deep Learning Is Suddenly Changing Your Life,Why image recognition is about to transform business,Machine Learning is Fun! Part 3: Deep Learning and Convolutional Neural Networks,Machine Learning for Designers,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
-8208801367848627943,Ray Kurzweil: The world isn't getting worse - our information is getting better,AI Revolution 101 - AI Revolution,Ray Kurzweil Predicts Three Technologies Will Define Our Future,Half Your Brain Stands Guard When Sleeping In A New Place,Google and Ray Kurzweil are making chatbots together,This year's Founders' Letter
1181735998104559604,Aurelia 1.0 is Here!!!,Um exemplo starter kit para static websites,How it feels to learn Javascript in 2016,"The Languages, Frameworks and Tools You Should Learn in 2017","""create-react-app"" and the future of creating React applications",Manage Client-Side Packages with Bower - ASP.NET documentation
-3780822597455574960,Top Programming Languages Trends: The Rise of Big Data,Scala is the new golden child,Python Eats Into R as SAS Dominance Fades,What's the Best Programming Language to Learn in 2017?,"Miracles of Human Language: An Introduction to Linguistics - Universiteit Leiden, Meertens instituut (KNAW) | Coursera",Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog
-986027724303592548,Neural networks are inadvertently learning our language's hidden gender biases,Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,Optimizing the Performance of Vector Drawables - upday devs,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Chat Smarter with Allo,Introducing DeepText: Facebook's text understanding engine
7251252752220327534,9 Non-Threatening Leadership Strategies for Women,9 Non-Threatening Leadership Strategies for Women,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Introducing Ask a Female Engineer,What Science Tells Us About Leadership Potential,What Science Tells Us About Leadership Potential
1881534532776527237,9 Non-Threatening Leadership Strategies for Women,9 Non-Threatening Leadership Strategies for Women,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Introducing Ask a Female Engineer,What Science Tells Us About Leadership Potential,What Science Tells Us About Leadership Potential
-6598777110696521045,"ConstraintLayout, Inside and Out: Part 1",Building interfaces with ConstraintLayout - Google Developers,"ConstraintLayout, Inside and Out: Part 2",ConstraintLayout - Part 1,Readable Content Guides,Creating Compound Views on Android
6797033574746412211,"ConstraintLayout, Inside and Out: Part 2","ConstraintLayout, Inside and Out: Part 1",Building interfaces with ConstraintLayout - Google Developers,ConstraintLayout - Part 1,Readable Content Guides,Creating Compound Views on Android
4345055131254210605,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,7 Questions to Ask Before Your Next Digital Transformation,Five things to include in your digital transformation playbook,Making digital strategy a reality in insurance,Strategyzer | Business Model Generation - Book,The economic essentials of digital strategy
5062670850994683718,AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%),Practical VPC Design - AWS Startup Collection,Google Cloud Platform for AWS Professionals,Setting Up HTTP(S) Load Balancing,AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%),Setting Up SSL proxy for Google Cloud Load Balancing
8898031730873390440,AWS Certified Solutions Architect Professional – Study Guide – Domain 3.0: Deployment Management (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,Salesforce Architect Journey,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),How I Passed the AWS Solutions Architect Professional Exam,AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%)
5558603035498264655,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),IAM best practice guides available now,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%),Cloud Identity and Access Management - Google IAM,Google Cloud Platform for AWS Professionals
-3059841990815099417,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%),Spark comparison: AWS vs. GCP,Google Cloud Platform for AWS Professionals,AWS Certified Solutions Architect Professional – Study Guide – Domain 1.0 – High Availability and Business Continuity (15%)
-1683903891018782242,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 3.0: Deployment Management (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 1.0 – High Availability and Business Continuity (15%),Salesforce Architect Journey,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data
-8193923078932592165,AWS Certified Solutions Architect Professional – Study Guide – Domain 1.0 – High Availability and Business Continuity (15%),AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),Google Cloud Platform for AWS Professionals
-4458371007893120981,Achievement Unlocked : AWS Certified Solutions Architect Professional,How I Passed the AWS Solutions Architect Professional Exam,Webinar do AEM para ajuda na preparação para fazer a prova de certificação.,AWS Certified Solutions Architect Professional – Study Guide – Domain 3.0: Deployment Management (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%),My experience with Google's Associate Android Developer Certification
-7033990154815318757,The Conversational Economy Part 1: What's Causing the Bot Craze?,2016 will be the year of conversational commerce - Chris Messina,Bots won't replace apps. Better apps will replace apps.,Why 2016 is shaping up to be the Year of the Bot,Conversational Banking; from branches to bots. - Chatbots Magazine,Mobile marketing statistics 2016
