ArticleID,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-324861070284719256,12 Best Slack Communities for Every Professional,Paquetá investe em tecnologia inédita no varejo brasileiro,TI Bimodal? Receita para o desastre...,3 Pillars of the Most Successful Tech Products,"Pelo sétimo mês consecutivo, fluxo de visitantes a shopping centers recua | VEJA.com",Portal Mercado & Consumo
-321691855821364131,"Carros de luxo em alta, mas o alerta está aceso",Facebook testa dividir conteúdos da rede por temas,Practical End-to-End Testing with Protractor,"Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'",Game of Loans,"Blockchain open sources Thunder network, paving the way for instant bitcoin transactions"
-310216403933861245,"Finding an apartment to rent is as easy as hitting ""Send"" with Trulia's new Facebook Messenger bot","Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",Google moves to replace Flash with HTML5,Evernote anuncia integração com Google Drive | Google Discovery,"Google and Levi's team up on a ""connected"" jacket that lets you answer calls, use maps, and more",Embed charts from Google Sheets in Google Docs and Slides and update them with a single click
-307396946333196366,Cracking the Job Interview with TensorFlow,Why 2016 is shaping up to be the Year of the Bot,Up your app's sharing game with DirectShare - Google Developers,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,StrictMode for Runtime Analysis on Android - Google Developers,Optimizing the Performance of Vector Drawables - upday devs
-306538960798971040,Trends in Version Control Land: Innersourcing,8 Books Stanford MBAs Recommend You Read This Summer,"New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption",Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,SQL vs NoSQL: you do want to have a relational storage by default - Enterprise Craftsmanship,[Retro] Celebration Grids - Management 3.0
-292870452169977398,Strategyzer | Business Model Generation - Book,"Simple rolls out shared bank accounts that work for anyone, including roommates",Scientists discover potentially habitable planets,How Companies Are Using Machine Learning to Get Faster and More Efficient,Rewiring Citi for the digital age,Google Now on Tap estreia no Brasil | Google Discovery
-277169424764188814,Introducing Sign in with Slack - Slack Platform Blog,"Inbox by Gmail now helps you track calendar events, save links and stay on top of newsletters","Secret's founder returns with Bold, a Medium for enterprise",Build Zappos like faceted navigation with ElasticSearch,How This Googler Redesigned The Workweek,5 reasons your employees aren't sharing their knowledge
-271938775771328391,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Conselho da SABMiller aceita proposta de compra da AB InBev,Where accountability really matters,Ultrapar aprova investimento adicional de R$ 196 milhões para a Ipiranga,Home-Made Twitter and Gmail Notifications with PHP and Arduino,Testing a new Drupal 8 installation with 2 Docker commands
-266262937631881148,A plan for media management in Drupal 8,The door for new contributors to Drupal is still locked,Acquia Engage 2016: Day One,Drupal 8.1.0 is now available,Hedron: Or my dissatisfaction with local development #Drupal,Bringing Pokémon GO to life on Google Cloud
-240359174314633445,Comparing React.js to Vue.js for dynamic tabular data,Quick Tip: Working with the JavaScript Battery API,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,Ethereum Used for 'First' Paid Energy Trade Using Blockchain Tech - CoinDesk,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,"A whole new GitHub Universe: announcing new tools, forums, and features"
-229081393244987789,Building AI Is Hard-So Facebook Is Building AI That Builds AI,The next AI is no AI,"Celular se torna principal meio de acesso à internet nos lares, diz IBGE",You're Asking Too Much of Chat Bots. Just Let Them Grow Up,Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News,"Tenho várias ideias de negócios, qual devo levar adiante?"
-205193648629294862,Is FinTech Forcing Banking to a Tipping Point?,Digital Leadership Is Not an Optional Part of Being a CEO,The sales secrets of high-growth companies,IBM makes a big shift into cognitive computing,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Two Different Sales Motions . . . .
-170687954910264210,As compras e os hábitos dos brasileiros no shopping | EXAME.com,SpotHero is ready for the future of autonomous parking,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Three Lessons for Design-Driven Success,Portal Abrasce - Conhecendo o frequentador de shopping center,"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls"
-158184760257182670,Plug the Fathom Neural Compute Stick into any USB device to make it smarter,"Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'",Making open source data more available,The barbell effect of machine learning.,TechCrunch launches a personalized news recommendations bot on Facebook Messenger,"Google acquires Synergyse, an interactive training service for Google Apps"
-145625979744144572,Omnitone: Spatial audio on the web,Deep Learning Race: A Survey of Industry Players' Strategies - Intuition Machine,My Top 9 Favorite Python Deep Learning Libraries - PyImageSearch,Deep Learning Demystified,Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,Introduction to Natural Language Processing - University of Michigan | Coursera
-133139342397538859,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Java Garbage Collection Essencial,Mastering Bash and Terminal,Aposta na inovação,A corrida como aliada da produtividade - Runner's World Brasil,Road to Polymer 2.0
-96719740408441346,"In war for talent, 'brogrammers' will be losers",O dia em que tive mais medo de estar errada.,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,A minha viagem à Maternidade #tetodomundo,As expectativas das mulheres da Geração Y são muitas,9 Non-Threatening Leadership Strategies for Women
-92787874211637246,Analyst: Google's cloud business could cause the stock to soar to over $900,9 Non-Threatening Leadership Strategies for Women,This year's Founders' Letter,Curta do Google pode ser o primeiro filme em realidade virtual indicado ao Oscar,"An independent organization just ranked Google as the best cloud, beating Amazon",8 things to expect from Google's biggest event of the year
-91139000311163410,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Hedron: Or my dissatisfaction with local development #Drupal,Here's how Evernote moved 3 petabytes of data to Google's cloud,Build Quality In: The Key to Continuous Delivery in Kanban,Google's fair use victory is good for open source,Mastering Bash and Terminal
-89955207814154444,Infrequently Noted,"Chrome 52 Beta: CSS containment, simpler performance measurement, streamable responses from service workers, and more options for web push",Chrome extension brings Medium's best feature to the whole Web,Progressive Web App - first introduced on Google I/O | airberlin,Touch (TV Series 2012-2013),Orphan Black (TV Series 2013- )
-88303961787201909,Refactoring to Patterns em Java 8,Criando ícones animados no Android,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,What the JIT!? Anatomy of the OpenJDK HotSpot VM,System Code Geeks are giving away a FREE Sublime Text Editor License,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery"
-78667914647336721,Build Quality In: The Key to Continuous Delivery in Kanban,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Here's how Evernote moved 3 petabytes of data to Google's cloud,Hedron: Or my dissatisfaction with local development #Drupal,Google's fair use victory is good for open source,Mastering Bash and Terminal
-78066964941874046,Microservices testing,Reactive log stream processing with RxJava - Part I,Building Spring Cloud Microservices That Strangle Legacy Systems,Migrating to the New Java 8 Date Time API | Baeldung,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Microservices Architecture on Google App Engine
-72844094766108869,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",Onde a tecnologia e o cuidado se encontram? - Saúde Business,Tecnologia transforma gestão na área de saúde | EXAME.com,[Framework] Lean IT Governance,[Tools] XMind Plus - Last Chance for students' 1$ gift,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais."
-57452526663870593,U.S. Track Cycling Team Training for Rio Olympics with Smart Sunglasses,Características de Arquiteturas Evolutivas,"Docker - Build, Ship, and Run Any App, Anywhere",Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Aplicação de visão computacional com OpenCV,"Walgreens now lets you digitally clip coupons from its iOS app, redeem in-store through Apple Pay with loyalty card"
-42126282997118624,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,Tetra Pak Cheese and Powder Systems acquires Laude,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Cargill anuncia mudanças estratégicas para fortalecer a marca Nutron,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,The future of agriculture - Jim Womack visits a lean farm
-39485845307123560,Google Now on Tap estreia no Brasil | Google Discovery,"Google just open sourced something called 'Parsey McParseface,' and it could change AI forever","Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",YouTube's New Messenger Means You'll Never Have to Leave YouTube,"Google Duo, aplicativo de chamadas em vídeo | Google Discovery","Google and Levi's team up on a ""connected"" jacket that lets you answer calls, use maps, and more"
-36844712915106340,Windows 10 Anniversary SDK is bringing exciting opportunities to developers,Exploring Java's Hidden Costs,Google Data Center 360° Tour,New blog from Dries: How should you decouple Drupal?,Home-Made Twitter and Gmail Notifications with PHP and Arduino,Microsoft and HackerRank bring executable code snippets to Bing's search results pages
-33740349536513960,10 Free Screen Readers For Blind Or Visually Impaired Users - Usability Geek,WebAIM: WebAIM's WCAG 2.0 Checklist - for HTML documents,Gmail e Inbox by Gmail terão suporte a e-mails com design responsivo | Google Discovery,The Progress of Web Apps - On the Edge,"Walgreens now lets you digitally clip coupons from its iOS app, redeem in-store through Apple Pay with loyalty card",Características de Arquiteturas Evolutivas
-21036008762564671,The sales secrets of high-growth companies,Is FinTech Forcing Banking to a Tipping Point?,Meet the new Brazilian consumer,Two Different Sales Motions . . . .,Why the customer experience matters,Uber lança serviço de helicóptero em SP com preços a partir de R$66 - IDG Now!
-14569272361926584,Java 8 Streams - A Deeper Approach About Performance Improvement,LPIC-OT DevOps Engineer | Linux Professional Institute,Discutindo Devops na Prática,Salesforce adds some artificial intelligence to customer service products,What's the Best Programming Language to Learn in 2017?,Plano de Evolução - nível de qualidade equipe Java -
-7527881206365368,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,PICNIC,Mulheres são mais criativas que homens?,Meninos com Down abrem a própria empresa de pizzas e fazem o maior sucesso em eventos,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"Entrevista com Alejandro Formanchuk: ""Funcionário não é público interno - é ator extremo"" - Blog do Love Mondays"
-6457517220721978,Agronegócio mantém crescimento com tecnologia - inova.jor,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Cargill anuncia mudanças estratégicas para fortalecer a marca Nutron,The future of agriculture - Jim Womack visits a lean farm,Tetra Pak Cheese and Powder Systems acquires Laude
-5924996404988010,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery","5 awesome Google Keep features you aren't using, but should be","Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Curta do Google pode ser o primeiro filme em realidade virtual indicado ao Oscar,8 things to expect from Google's biggest event of the year,These gloves can convert sign language into spoken English
-2871288807409592,"Dilma Rousseff's Impeachment Isn't a Coup, It's a Cover-Up",Don't Waste Your Time on Networking Events,Globant acquires WAE to continue advancing in the creation of digital journeys,Facebook vai lançar sua nova rede social corporativa no mês que vem,You won't recognize the new world of digital payments without this report,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com"
-1523691178084871,Measuring email effectiveness in retail banking,Bradesco vai testar tecnologia por trás do bitcoin em São Paulo,"Blockchain open sources Thunder network, paving the way for instant bitcoin transactions",Conversational Banking; from branches to bots. - Chatbots Magazine,"Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'",3Dprintler lets you order a 3D print via chatbot
-1038011342017850,Para entender o Dia Internacional contra a Homofobia,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Brasileira do rúgbi é pedida em casamento durante premiação,"No dia das mães, Avon lança campanha com mãe de jovem gay",Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters
10247031220756478,[Tools] 12 Apps for Live-streaming Video,Presenting to the Boss(es) | Pluralsight,[PayPal] Postos Shell adotam pagamento no smartphone,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,Atlassian launches Bitbucket Pipelines,One Dollar Board: Um projeto brasileiro para revolucionar a educação
18738895644634365,"Bot do Facebook Messenger simula entrevista para o processo de ""3%""",Terms Aggregation in Elastic Search,Why Deep Learning Is Suddenly Changing Your Life,"Cozmo Is the Smartest, Cutest AI-Powered Robot You've Ever Seen",O RH chega ao board,2016 will be the year of conversational commerce - Chris Messina
18930987176089166,10 Multipurpose Material Design Themes to Make Your Projects 10 Times Better,"Big data, big differentiators: this week on Google Cloud Platform",Designer Creates 13 Perfect Circles to Draw Almost Any Animal,TAM recebe primeira aeronave com o design e pintura da LATAM e avança na implantação da nova marca!,Cross-channel user experiences with Drupal (awesome video demo!),Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!
30461094217357731,Kubernetes 1.3 on tap for Google Container Engine,So long MVP. Hello Minimum Loveable Product.,How Do Top Android Developers QA Test Their Apps?,Production Ready Jenkins 2.0 in Two Steps with Docker,Python Is Not Java (dirtSimple.org),Bringing Pokémon GO to life on Google Cloud
31349081826574004,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices",Intel Reveals Its Plan For Blockchain Technology With 'Sawtooth Lake' Distributed Ledger,Elastic Stack 5.0.0 Released,The new 64-bit Orange Pi is a quad-core computer for $20,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,Hintjens.com
39554158227241538,Campus São Paulo: conheça a primeira turma do Programa de Residentes,O tênue equilíbrio da equipe que desenha produtos digitais,Chatbots: Are they better without the chat?,#FinTech is all about human-centred design - Chris Skinner's blog,35 Innovative and Inspirational Website Designs in Banking,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog
54211792749134075,Self-Learning AI: This New Neuro-Inspired Computer Trains Itself,Terms Aggregation in Elastic Search,The Competitive Landscape for Machine Intelligence,Why Deep Learning Is Suddenly Changing Your Life,"Cozmo Is the Smartest, Cutest AI-Powered Robot You've Ever Seen",O RH chega ao board
65053321054180411,Aggregations,Build Zappos like faceted navigation with ElasticSearch,5 reasons your employees aren't sharing their knowledge,Seria Stranger Things uma obra de arte do algoritmo da Netflix?,Behind Facebook Messenger's plan to be an app platform,"Google launches Springboard, an AI-powered assistant for its enterprise customers"
80435662809978246,"Heroína, nazistas e agente laranja: por dentro da fusão do ano","Agronegócio entra na era da agricultura digital | Economia, Notícias | Tribuna PR - Paraná Online",Will blockchain drive the fourth Industrial Revolution?,Bayer anuncia compra da Monsanto por US$ 66 bilhões,'Robô-rancheiro' conseguirá cuidar sozinho de fazendas de gado,SIG Combibloc lança campanha para Américas e consolida sua proposta de valor
90383487344892230,Building Spring Cloud Microservices That Strangle Legacy Systems,Migrating to the New Java 8 Date Time API | Baeldung,Taking Microservices Home - NGINX,Learn Microservices in Java - DZone - Refcardz,Reactive log stream processing with RxJava - Part I,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways"
91241469839881699,Nova versão do SAP Hybris Commerce vai ser apresentada durante o Forum E-Commerce Brasil 2016 - B!T magazine,A ESTRATÉGIA DA C&A PARA VENCER A CRISE - brweek,Rakuten é premiada como melhor plataforma de e-commerce do varejo brasileiro,Unilever cria e-commerce para lojas de bairro | EXAME.com,18 frases que as mulheres precisam parar de falar umas para as outras - UOL Estilo de vida,"Use Docker to build, test and push your Artifacts"
119886322445874454,Tutorial: How to build a GraphQL server - Building Apollo,Terms Aggregation in Elastic Search,Why Deep Learning Is Suddenly Changing Your Life,O RH chega ao board,"Cozmo Is the Smartest, Cutest AI-Powered Robot You've Ever Seen",CrowdFlower raises $10 million from Microsoft and others to bring AI to data science
123378787151399958,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Savage Love Letter of the Day: Get Out There and Fight,Write Like You Talk,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Diversidade no Brasil: um longo caminho a percorrer,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos
127799031949294618,Apple Releases First Preview of Swift 3.0 for Developers,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Alecrim/AlecrimCoreData,What to Expect at WWDC 2016,Ordering coffee in Italy: the 10 commandments,How Green Was My Valley (1941)
139485217095648183,Supercharge Java Auth with JSON Web Tokens (JWTs) | Baeldung,"SINAIS do FUTURO imediato: #1, internet das coisas",Building an Angular 2 Application for Production,Top Programming Languages Trends: The Rise of Big Data,The new 64-bit Orange Pi is a quad-core computer for $20,Intel's internal IoT platform for real-time enterprise analytics
141806940259458424,Why a ceramic iPhone 8 might be be the ultimate iPhone | Cult of Mac,"Apple unveils the new iPhone 7, preorder now, available 9/16",Sesi oferece curso de LIBRAS com certificação de 40 horas,Inside The iPhone 7: Why Apple Killed The Headphone Jack,Joel on Software,Today in Apple history: iBook ushers in a Wi-Fi revolution
156889606517612871,Multi-Channel Marketing in 2015 - It's not rocket science.,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,AEM 6.1 Package Manager Metadata Files,Configuring OSGi,WeChat's world,Live Event: Unveiling the GitLab Master Plan
161784308223385549,"Sompo Seguros aproveita ""onda"" do Pokémon Go para alertar sobre segurança no trânsito | Sonho Seguro",MOBILE TIME - Santander lança app dedicado aos clientes do ensino superior,"""It's time for self-directed 'smart' investing"" - An Interview With Swanest CEO Silvan Schumacher - Smart Money Smart Living",Samsung se alia a bancos para lançar pagamento por celular no Brasil,Banks find blockchain hard to put into practice - FT.com,"XP lançará robô que seleciona melhores investimentos para clientes, diz CEO"
174707786647990372,Bringing Pokémon GO to life on Google Cloud,8 Best Machine Learning Cheat Sheets,Dries Buytaert,Automation and anxiety,The Internet of Things is looking for its VisiCalc,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8
190366396794861214,Demolition (2015),"Facebook ditches Bing, 800M users now see its own AI text translations","Agile is Dead, Long Live Continuous Delivery - Gradle",America's allies are preparing for a bumpy ride,Mastercard libera APIs para quem quer desenvolver novas fintechs,Five things to include in your digital transformation playbook
201515581783532281,CrowdFlower raises $10 million from Microsoft and others to bring AI to data science,This Super Accurate Portrait Selection Tech Uses Neural Networks,Terms Aggregation in Elastic Search,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel","Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",Wide & Deep Learning: Better Together with TensorFlow
216869981229779312,Machine Learning is Fun! Part 3: Deep Learning and Convolutional Neural Networks,Spotify's Latest Algorithmic Playlist Is Full of Your Favorite New Music,Extreme Style Machines:Using Random Neural Networks to Generate Textures,Five priorities for competing in an era of digital globalization,"Google Save, serviço para salvar coisas da web, chega ao Brasil | Google Discovery",Artificial intelligence produces realistic sounds that fool humans
223316996491584050,How to move an entire government to a new digital platform - Dries Buytaert,A plan for media management in Drupal 8,Dries Buytaert,"Waterwheel, the Drupal SDK Ecosystem",Announcing pricing for Google Stackdriver,How To Manage Your Drupal Patches with 'Drush Patch File' | Chromatic
230807360572081472,Ethereum Used for 'First' Paid Energy Trade Using Blockchain Tech - CoinDesk,Quick Tip: Working with the JavaScript Battery API,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,Say Hello to React CDK - KADIRA VOICE,Comparing React.js to Vue.js for dynamic tabular data,"A whole new GitHub Universe: announcing new tools, forums, and features"
231281690254211527,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Put a ring on it: three smart rings with plenty of beauty and brains,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,Burger King aceita pedidos via mensagens no Facebook - Startupi,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES
279771472506428952,5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match,Worldwide Ops in Minutes with DataStax & Cloud,How to choose algorithms for Microsoft Azure Machine Learning,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",AI Is Here to Help You Write Emails People Will Actually Read,Algorithms and architecture for job recommendations
288653248451617914,"Google and Levi's team up on a ""connected"" jacket that lets you answer calls, use maps, and more","Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery","Finding an apartment to rent is as easy as hitting ""Send"" with Trulia's new Facebook Messenger bot",Google moves to replace Flash with HTML5,Embed charts from Google Sheets in Google Docs and Slides and update them with a single click,Here's proof that Google is getting serious about battling Facebook in a key area
300937643051923212,Mimo baby monitor helps parents get more sleep,Kubernetes,Introducing the Open Images Dataset,Pull request first - Practical Blend,Eclipse Foundation Releases Neon,What to Expect at WWDC 2016
310515487419366995,71 erros de português que precisam sumir dos seus e-mails,"Dag Kittlaus, co-founder of Siri, will give the world's first demo of a next gen AI called Viv at Disrupt NY","Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Threaded messaging is coming to Slack,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,A nova marca da HP foi criada (e rejeitada) 5 anos atrás
319340024738595907,MITSUBISHI ASX 2.0 4X4 AWD 16V GASOLINA 4P AUTOMÁTICO - WebMotors - 17115683,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet","Apple unveils the new iPhone 7, preorder now, available 9/16",From Insight-as-a-Service to insightful applications,What to Expect at WWDC 2016,Today in Apple history: iBook ushers in a Wi-Fi revolution
321193326651975856,Quando a ignorância vence a solidariedade,Resenha - A Chegada,The Rise And Growth of Ethereum Gets Mainstream Coverage,Incendies (2010),Mulheres são mais criativas que homens?,Sul dos EUA descobre consequências econômicas da homofobia | EXAME.com
335910242745901755,"Inbox by Gmail ganha integração com Trello, GitHub e Google Alerts | Google Discovery","Inbox by Gmail: a better way to keep track of events, newsletters and links","Google just open sourced something called 'Parsey McParseface,' and it could change AI forever",Saying �� to Allo and Duo: new apps for smart messaging and video calling,Dial in with ease using the latest Google Calendar app for Android,YouTube's New Messenger Means You'll Never Have to Leave YouTube
348632682812866328,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Campus São Paulo: conheça a primeira turma do Programa de Residentes,Google lança novos recursos para o Analytics,How Coca-Cola Is Harvesting Innovation Energy From Startups,[GTD] Forget About Setting Goals. Focus on This Instead.
357449794379078687,Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone",Apple Releases First Preview of Swift 3.0 for Developers,X-Men | São Paulo vai receber exposição sobre filmes da saga,Alecrim/AlecrimCoreData,Google may be considering Swift for use on Android
358192030955601318,A nova sede da LEGO na Dinamarca é toda sobre colaboração,Client-side ranking to more efficiently show people stories in feed,Google HR chief Laszlo Bock leaving to launch startup,A identidade visual de Budapeste para as Olimpíadas de 2024,"Entrevista com Alejandro Formanchuk: ""Funcionário não é público interno - é ator extremo"" - Blog do Love Mondays",[Report] Gráficos inúteis ou bregas do Excel (parte 1)
363798057559041921,To Be Continued: Helping you find shows you want to continue watching,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",Auto-scaling scikit-learn with Spark,Worldwide Ops in Minutes with DataStax & Cloud,How to choose algorithms for Microsoft Azure Machine Learning,Apple Acquires Machine Learning Company Turi For $200 Million
372531153711028286,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Using Honcho to Create a Multi-Process Docker Container,"Docker - Build, Ship, and Run Any App, Anywhere",How Etsy Does Continuous Integration for Mobile Apps,Bring Linux apps to the Mac Desktop with Docker,Introduction to release engineering
374352050712569304,O tênue equilíbrio da equipe que desenha produtos digitais,How Mature is Your Organization when it Comes to UX?,35 Innovative and Inspirational Website Designs in Banking,Chatbots: Are they better without the chat?,#FinTech is all about human-centred design - Chris Skinner's blog,Campus São Paulo: conheça a primeira turma do Programa de Residentes
374674704202038318,Taking Microservices Home - NGINX,Introduction to Spring REST Docs | Baeldung,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Spring Boot 1.4 released,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Migrating to the New Java 8 Date Time API | Baeldung
378386436485699053,5 Podcasts : Aprenda mais sobre gestão e liderança,"Pelo sétimo mês consecutivo, fluxo de visitantes a shopping centers recua | VEJA.com",TI Bimodal? Receita para o desastre...,The future of the shopping mall,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,Gartner Hype Cycle for Digital Marketing and Advertising
379773866860040428,Firefox edges out Microsoft globally for first time in browser wars | StatCounter Global Stats,8 things to expect from Google's biggest event of the year,Twitter adds a button to help you train its algorithm,Adulterated Objective-C,These gloves can convert sign language into spoken English,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing"
385212706171385893,Don Tapscott: How the blockchain is changing money and business,"Automatic lays off 28% of its workforce, aims for profitability in 2017",Mary Meeker's essential 2016 Internet Trends Report,Introducing New Relic Infrastructure,Decentralizing IoT networks through blockchain,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog
400125073514833994,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,Workplace diversity in Brazil: there's still a long way to go,As expectativas das mulheres da Geração Y são muitas,A minha viagem à Maternidade #tetodomundo,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Neural networks are inadvertently learning our language's hidden gender biases
408283689595887456,This New Banking AI Is the Here and Now of Chatbots,7 Tips to Create a Company Learning Culture like Google - Without Resources,"Handling context in ""outside-in""",Hiri wants to fix the workplace email problem,3Dprintler lets you order a 3D print via chatbot,Woolworths
408569329455206654,These gloves can convert sign language into spoken English,8 things to expect from Google's biggest event of the year,Twitter adds a button to help you train its algorithm,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Restb.ai: Why custom computer vision as a service makes sense | ZDNet,An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel
428486625959995206,Most Interesting APIs in 2016: Cognitive Computing,Kickstarter 3D printer will print circuit boards as part of your designs,Veja como funciona o assistente da Adobe que faz edições com comandos de voz,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,6 New Tech Gadgets That Will Simplify Your Life in 2017,3M e o perfil intraempreendedor | Endeavor Brasil
430255078684584595,Google researchers teach AIs to see the important parts of images - and tell you about them,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",What readers think about computer-generated texts,Machine learning at the museum: this week on Google Cloud Platform,Making open source data more available
444378495316508239,How to choose algorithms for Microsoft Azure Machine Learning,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences","Deep Learning for Chatbots, Part 1 - Introduction",Auto-scaling scikit-learn with Spark,Worldwide Ops in Minutes with DataStax & Cloud,To Be Continued: Helping you find shows you want to continue watching
459008865413659388,Unimart Shopping Campinas e Tetra Pak realizam Circuito da Reciclagem,Brazilian Government and Ericsson to innovate together for Internet of Things,SIG Combibloc lança campanha para Américas e consolida sua proposta de valor,"Ciesp-Campinas e Lean Institute Brasil fazem evento gratuito sobre ""lean para superar a crise"" em Campinas",Empresa desenvolve primeira variedade de cana geneticamente modificada,Saying �� to Allo and Duo: new apps for smart messaging and video calling
464601875539492971,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,The Rise And Growth of Ethereum Gets Mainstream Coverage,Resenha - A Chegada,Incendies (2010),YouTube's New Messenger Means You'll Never Have to Leave YouTube,gotwarlost/istanbul
490726311396224966,Passada longa ou curta?,LIBERAÇÃO MIOFASCIAL - O QUE É E COMO FAZER,Robô acha de almoço de 12 kg a cervejas pagas pelo cidadão,A corrida como aliada da produtividade - Runner's World Brasil,Dicionário Priberam da Língua Portuguesa,Descubra os 10 apps mais importantes para o brasileiro
